dataset,method,bin,dev,test
gsm8k,LESS (RR),2,0.7617506682872772,5.67511348502034
gsm8k,LESS (RR),3,0.7421714588999748,6.183954829605716
gsm8k,LESS (RR),4,0.7856970131397247,5.624122421880669
gsm8k,LESS (RR),5,0.7872620597481728,5.683989787752471
gsm8k,LESS (RR),6,0.8000979870557785,5.627035489219712
gsm8k,LESS (RR),7,0.8063064962625504,5.5711763682376265
gsm8k,LESS (RR),8,0.8172229155898094,5.825870649303063
gsm8k,LESS (RR),9,0.8093635365366936,5.674695690262038
gsm8k,RDS+ (RR),0,0.8853825181722641,6.949461124628399
gsm8k,RDS+ (RR),1,0.8037388846278191,5.644098504372308
gsm8k,RDS+ (RR),2,0.8109800666570663,5.550463822504351
gsm8k,RDS+ (RR),3,0.7867561653256416,5.818285394925977
gsm8k,RDS+ (RR),4,0.8190184608101845,5.528379483056665
gsm8k,RDS+ (RR),5,0.7882178723812103,5.5939282363251
gsm8k,RDS+ (RR),6,0.8083130121231079,5.69892644583953
gsm8k,RDS+ (RR),7,0.7940895482897758,5.665252807738656
gsm8k,RDS+ (RR),8,0.7896905168890953,6.062149871561544
gsm8k,RDS+ (RR),9,0.7893881052732468,6.533417041777119
mmlu_pro,EMBED (RR),0,1.7652691585677012,5.391298907690067
mmlu_pro,EMBED (RR),1,1.7364131586892264,4.254980846110018
mmlu_pro,EMBED (RR),2,1.7341286356960024,4.073910158761638
mmlu_pro,EMBED (RR),3,1.737861100264958,3.8225268837797675
mmlu_pro,EMBED (RR),4,1.7394005417823792,3.624792628010061
mmlu_pro,EMBED (RR),5,1.7302051331315722,3.4079450224129917
mmlu_pro,EMBED (RR),6,1.735373507652964,3.377055461508559
mmlu_pro,EMBED (RR),7,1.7398612686565944,3.3547205195385725
mmlu_pro,EMBED (RR),8,1.745070868730545,3.2351381836577935
mmlu_pro,EMBED (RR),9,1.7524501085281372,2.928098163547668
mmlu_pro,LESS (RR),0,1.6723179540463857,4.058971551712602
mmlu_pro,LESS (RR),1,1.7154563018253872,3.5109182695580765
mmlu_pro,LESS (RR),2,1.7286639051777977,3.866038180739084
mmlu_pro,LESS (RR),3,1.72955456163202,3.8480048786373215
mmlu_pro,LESS (RR),4,1.7398011139460972,3.4711918759932545
mmlu_pro,LESS (RR),5,1.7359529767717634,3.497702384823339
mmlu_pro,LESS (RR),6,1.7402020641735623,3.299276438214757
mmlu_pro,LESS (RR),7,1.7437579231602804,3.3070915448479354
mmlu_pro,LESS (RR),8,1.7540986503873552,3.2642551588905144
mmlu_pro,LESS (RR),9,1.7547132466520583,3.2717420834988515
mmlu_pro,RDS+ (RR),0,1.7171130618878774,3.5582597836000014
mmlu_pro,RDS+ (RR),1,1.7229677847453526,3.7006944961291044
mmlu_pro,RDS+ (RR),2,1.7316189612661088,3.383290289871474
mmlu_pro,RDS+ (RR),3,1.7369631596973965,3.260038000799002
mmlu_pro,RDS+ (RR),4,1.7390028468200138,4.223567027876035
mmlu_pro,RDS+ (RR),5,1.7402736067771911,4.301861940566054
mmlu_pro,RDS+ (RR),6,1.7453373772757395,4.223194252402383
mmlu_pro,RDS+ (RR),7,1.7561288901737757,4.314104737377072
mmlu_pro,RDS+ (RR),8,1.7698071335043226,3.875052166934264
mmlu_pro,RDS+ (RR),9,1.7632516469274249,3.1535452431107456
tydiqa,EMBED (RR),0,1.5734920965300665,1.1673164269799776
tydiqa,EMBED (RR),1,1.6326512462562985,1.2044406219016668
tydiqa,EMBED (RR),2,1.691579457786348,1.2380342446377668
tydiqa,EMBED (RR),3,1.7229959401819441,1.278372528072192
tydiqa,EMBED (RR),4,1.703488849931293,1.253944117812154
tydiqa,EMBED (RR),5,1.9095158510737948,1.3751023031421914
tydiqa,EMBED (RR),6,1.830458727147844,1.3350403638193755
tydiqa,EMBED (RR),7,1.9370026455985174,1.4016551684242593
tydiqa,EMBED (RR),8,1.9460851218965318,1.4200745654230587
tydiqa,EMBED (RR),9,1.9601613812976413,1.4010012542224668
tydiqa,LESS (RR),0,1.192612071832021,1.1658518731011482
tydiqa,LESS (RR),1,1.4174857636292775,1.1238416520680925
tydiqa,LESS (RR),2,1.5463333659701877,1.161366124456737
tydiqa,LESS (RR),3,1.668584452735053,1.2117010609455727
tydiqa,LESS (RR),4,1.8034289479255676,1.2903271481645713
tydiqa,LESS (RR),5,1.8649954332245722,1.3374721270538126
tydiqa,LESS (RR),6,1.9594650930828519,1.4260390308455018
tydiqa,LESS (RR),7,1.9696466856532626,1.406943718368774
tydiqa,LESS (RR),8,2.0532783468564353,1.5102125418893237
tydiqa,LESS (RR),9,2.13737690448761,1.6141440386665438
tydiqa,RDS+ (RR),0,1.5093452102608151,1.1878029240850378
tydiqa,RDS+ (RR),1,1.810521082745658,1.307054035509398
tydiqa,RDS+ (RR),2,1.8248222635851965,1.337671542396743
tydiqa,RDS+ (RR),3,1.737426867087682,1.2641299610345915
tydiqa,RDS+ (RR),4,1.7475806441571977,1.2753447654693937
tydiqa,RDS+ (RR),5,1.8448514176739588,1.3349233092364128
tydiqa,RDS+ (RR),6,1.9824366238382127,1.5115740815687888
tydiqa,RDS+ (RR),7,1.9365059468481276,1.437930322028601
tydiqa,RDS+ (RR),8,1.957497285472022,1.3864811501497474
tydiqa,RDS+ (RR),9,1.8815828363100688,1.3111088036520817
