dataset,method,bin,dev,test
gsm8k,EMBED (RR),2,0.9730212986469269,7.747809292964631
gsm8k,EMBED (RR),3,0.9604072123765945,7.719111074544518
gsm8k,EMBED (RR),4,0.9478370919823647,7.9631019119424655
gsm8k,EMBED (RR),5,0.9820076897740364,7.908407573902399
gsm8k,EMBED (RR),6,0.9706965759396553,7.824288929656566
gsm8k,EMBED (RR),7,0.9832635894417763,7.6052285245731985
gsm8k,EMBED (RR),8,0.9891686737537384,7.293349512062623
gsm8k,EMBED (RR),9,0.9885411933064461,7.839884350207649
gsm8k,LESS (RR),0,0.848229818046093,9.324063543300904
gsm8k,LESS (RR),1,0.9379694387316704,7.413379020271561
gsm8k,LESS (RR),2,0.9309314414858818,7.6092815567274
gsm8k,LESS (RR),3,0.9603987783193588,7.465533024980951
gsm8k,LESS (RR),4,0.9636681154370308,7.527520461368055
gsm8k,LESS (RR),5,0.9706801176071167,7.605024893777311
gsm8k,LESS (RR),6,0.974610298871994,7.564975075689205
gsm8k,LESS (RR),7,0.9887396693229675,7.695610882207424
gsm8k,LESS (RR),8,0.9896030426025391,7.567349977254687
gsm8k,LESS (RR),9,1.0089682042598724,7.581150477541677
gsm8k,RDS+ (RR),0,0.8926167413592339,8.683214625054188
gsm8k,RDS+ (RR),1,0.9767717272043228,7.254152246638624
gsm8k,RDS+ (RR),2,0.9738840311765671,7.385716373582425
gsm8k,RDS+ (RR),3,0.9873131960630417,7.625681754221421
gsm8k,RDS+ (RR),4,0.9738404825329781,7.7026863235519905
gsm8k,RDS+ (RR),5,0.9616445749998093,7.847143668492153
gsm8k,RDS+ (RR),6,0.9542829170823097,7.9498570954103736
gsm8k,RDS+ (RR),7,0.9761484563350677,8.077719060465457
gsm8k,RDS+ (RR),8,0.9902623817324638,7.971977207496186
gsm8k,RDS+ (RR),9,1.0011053159832954,7.8504170091699885
mmlu_pro,EMBED (RR),0,1.8354437640735082,6.056688169314665
mmlu_pro,EMBED (RR),1,1.7956468514033725,5.51336953248036
mmlu_pro,EMBED (RR),2,1.802583589724132,5.257081758983909
mmlu_pro,EMBED (RR),3,1.7997998084340776,4.854671440998766
mmlu_pro,EMBED (RR),4,1.7796336540154047,4.655817017385221
mmlu_pro,EMBED (RR),5,1.783947902066367,4.484028202441937
mmlu_pro,EMBED (RR),6,1.795857082094465,4.771112417059138
mmlu_pro,EMBED (RR),7,1.7801013946533204,4.761552710680569
mmlu_pro,EMBED (RR),8,1.768091698203768,4.743146782255474
mmlu_pro,EMBED (RR),9,1.7667638301849364,4.855037775653553
mmlu_pro,LESS (RR),0,1.7803368534360613,6.09302049881204
mmlu_pro,LESS (RR),1,1.7656739933150156,3.628473788598909
mmlu_pro,LESS (RR),2,1.7689320726054056,3.4513540824459112
mmlu_pro,LESS (RR),3,1.7664277953760965,4.18612623765589
mmlu_pro,LESS (RR),4,1.7745265969208308,4.916455786179831
mmlu_pro,LESS (RR),5,1.7877864488533566,4.889074405714711
mmlu_pro,LESS (RR),6,1.8026990950107575,5.197380667552352
mmlu_pro,LESS (RR),7,1.8102882197925023,5.217889890550299
mmlu_pro,LESS (RR),8,1.8388731522219521,6.019653258290379
mmlu_pro,LESS (RR),9,1.8490820680345808,5.984224441778311
mmlu_pro,RDS+ (RR),0,1.7591083441461837,5.433218470675514
mmlu_pro,RDS+ (RR),1,1.756952393906457,4.948027984060823
mmlu_pro,RDS+ (RR),2,1.7877191049712045,5.511373595691266
mmlu_pro,RDS+ (RR),3,1.8065399203981671,5.478808751547748
mmlu_pro,RDS+ (RR),4,1.7968678644725256,5.179764752533842
mmlu_pro,RDS+ (RR),5,1.8225713440350124,5.257223712736146
mmlu_pro,RDS+ (RR),6,1.8182930546147482,4.434225815833804
mmlu_pro,RDS+ (RR),7,1.7865516790321896,5.050577327609062
mmlu_pro,RDS+ (RR),8,1.7699559373514993,4.839881786640654
mmlu_pro,RDS+ (RR),9,1.7964474209717343,5.154036393151321
tydiqa,EMBED (RR),0,2.221588409609265,1.8349470816683249
tydiqa,EMBED (RR),1,2.1494443714618683,1.8365912699478688
tydiqa,EMBED (RR),2,2.131334569719103,1.839068334089599
tydiqa,EMBED (RR),3,2.198921968539556,1.886877989735816
tydiqa,EMBED (RR),4,2.177048901716868,1.8512039877487516
tydiqa,EMBED (RR),5,2.271941304206848,1.9120264259618827
tydiqa,EMBED (RR),6,2.255377021100786,1.9005566822313196
tydiqa,EMBED (RR),7,2.3105030490292444,1.913499429361168
tydiqa,EMBED (RR),8,2.2543163299560547,1.8920321616646645
tydiqa,EMBED (RR),9,2.3839873207939997,1.9724436378253594
tydiqa,LESS (RR),0,1.5654506617122226,1.7053747848013805
tydiqa,LESS (RR),1,1.9260259767373402,1.7539554398689585
tydiqa,LESS (RR),2,2.1065698762734733,1.8125364346907016
tydiqa,LESS (RR),3,2.1304773655202656,1.8360903244014328
tydiqa,LESS (RR),4,2.161676565806071,1.8528526763257276
tydiqa,LESS (RR),5,2.3196610742145114,1.9403471447936846
tydiqa,LESS (RR),6,2.269979817999734,1.893696024881847
tydiqa,LESS (RR),7,2.3697735004954867,1.9527821950210886
tydiqa,LESS (RR),8,2.4270863632361093,2.0088490415155382
tydiqa,LESS (RR),9,2.559030407004886,2.08011921947928
tydiqa,RDS+ (RR),0,2.0383220182524786,1.8172932665399593
tydiqa,RDS+ (RR),1,2.0990161663956113,1.846723055077017
tydiqa,RDS+ (RR),2,2.0985980298784046,1.8107811954163744
tydiqa,RDS+ (RR),3,2.1048682034015656,1.817379479873056
tydiqa,RDS+ (RR),4,2.1162610352039337,1.83347638977168
tydiqa,RDS+ (RR),5,2.163883368174235,1.8429607855424253
tydiqa,RDS+ (RR),6,2.3471572167343564,1.9393257718090822
tydiqa,RDS+ (RR),7,2.405854139063093,1.9712416187078436
tydiqa,RDS+ (RR),8,2.4671933485402002,2.0197699740778536
tydiqa,RDS+ (RR),9,2.497234973642561,2.057822553573372
