dataset,method,bin,dev,test
tydiqa,LESS (RR),4,3.135580082734426,2.783441430006542
tydiqa,LESS (RR),5,3.2311734755833945,2.973829586992929
tydiqa,LESS (RR),6,3.2106155686908298,2.967242513639276
tydiqa,LESS (RR),7,3.44812720351749,3.1603406563985295
tydiqa,LESS (RR),8,3.3472196989589267,3.144078816375454
tydiqa,LESS (RR),9,3.182079619831509,2.97212244657279
tydiqa,RDS+ (RR),0,2.6139271193080478,2.1582783023143097
tydiqa,RDS+ (RR),1,2.8786869049072266,2.4756162979379397
tydiqa,RDS+ (RR),2,2.8068687982029386,2.5265484279843795
tydiqa,RDS+ (RR),3,2.860398597187466,2.6547151681902323
tydiqa,RDS+ (RR),4,2.7981302274598017,2.5999120703131777
tydiqa,RDS+ (RR),5,2.794012818071577,2.6338932957453993
tydiqa,RDS+ (RR),6,2.711499141322242,2.5509137405239977
tydiqa,RDS+ (RR),7,2.924847549862332,2.683614615199074
tydiqa,RDS+ (RR),8,3.569036324818929,3.3474095670012174
tydiqa,RDS+ (RR),9,3.7619692749447293,3.5229514982739913
