dataset,method,bin,dev,test
tydiqa,EMBED (RR),8,2.69895240995619,2.353271309347258
tydiqa,EMBED (RR),9,2.5950715475612216,2.3988638453600863
tydiqa,LESS (RR),0,1.3808578020996518,1.701941445807385
tydiqa,LESS (RR),1,1.742815328968896,1.8020115930294285
tydiqa,LESS (RR),2,2.2802411251597934,1.995304232095261
tydiqa,LESS (RR),3,2.3671390215555825,2.1594365302033784
tydiqa,LESS (RR),4,2.5819633271959095,2.20439336283372
tydiqa,LESS (RR),5,2.5873324473698935,2.3118561526493737
tydiqa,LESS (RR),6,2.819543103377024,2.4461125227016787
tydiqa,LESS (RR),7,2.7646173768573337,2.441702487926379
tydiqa,LESS (RR),8,2.8468968073527017,2.5145399781780107
tydiqa,LESS (RR),9,3.022909316751692,2.632143143292238
tydiqa,RDS+ (RR),0,2.334142996205224,2.0452168849284944
tydiqa,RDS+ (RR),1,2.6728382574187384,2.17534762619385
tydiqa,RDS+ (RR),2,2.350050972567664,2.047400981938455
tydiqa,RDS+ (RR),3,2.369152194923825,2.1692750827387863
tydiqa,RDS+ (RR),4,2.4586433370908103,2.173656964640472
tydiqa,RDS+ (RR),5,2.4964928362104626,2.1967334077547322
tydiqa,RDS+ (RR),6,2.5054638981819153,2.189015263941389
tydiqa,RDS+ (RR),7,2.771988855467902,2.381037157230697
tydiqa,RDS+ (RR),8,2.8033390243848166,2.428091644881976
tydiqa,RDS+ (RR),9,2.6300113134913974,2.4282458009591235
